# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-ENAD-34
# Selected columns: 11 (all)
# Timestamp: Wed, 16-Jul-2025 14:08:40
Gene ID	Gene Name	CD14-positive, CD16-negative classical monocyte, non smoker	CD14-positive, CD16-negative classical monocyte, not available	CD14-positive, CD16-negative classical monocyte, past smoker	CD4-positive, alpha-beta T cell, non smoker	CD4-positive, alpha-beta T cell, not available	CD4-positive, alpha-beta T cell, past smoker	CD4-positive, alpha-beta T cell, smoker	mature neutrophil, non smoker	mature neutrophil, not available	mature neutrophil, past smoker	mature neutrophil, smoker
ENSG00000207342	Y_RNA	0.6	0.5	0.5	1.0	0.9	1.0	0.5	0.5	0.3	0.4	
ENSG00000207344	SNORA22C	2.0	2.0	2.0	5.0	6.0	5.0	1.0	3.0	4.0	4.0	1.0
ENSG00000207347	RNU6-306P	0.7	0.6	0.7	0.3				0.2			0.5
ENSG00000207352	RNU6-540P	2.0	2.0	2.0	5.0	5.0	6.0	8.0	4.0	4.0	4.0	3.0
ENSG00000207355	RNU6-1257P	2.0	2.0	2.0	1.0	1.0	1.0	0.5	6.0	6.0	7.0	8.0
ENSG00000207356	Y_RNA											0.5
ENSG00000207357	RNU6-2	30.0	29.0	31.0	5.0	6.0	6.0	5.0	2.0	3.0	2.0	6.0
ENSG00000207359	RNU6-925P	0.9	1.0	1.0	1.0	1.0	0.8		3.0	3.0	3.0	2.0
ENSG00000207362	RNU6-422P	4.0	4.0	4.0	15.0	14.0	15.0	7.0	6.0	5.0	7.0	10.0
ENSG00000207363	Y_RNA				0.4							
ENSG00000207368	Y_RNA	13.0	13.0	13.0	2.0	3.0	2.0	0.6	18.0	17.0	20.0	11.0
ENSG00000207369	RNU6-665P	3.0	3.0	3.0			0.4		0.6	0.6	0.8	0.5
ENSG00000207370	Y_RNA	23.0	20.0	21.0	23.0	20.0	24.0	22.0	4.0	4.0	4.0	3.0
ENSG00000207375	SNORD116-23				2.0	2.0	2.0	2.0				
ENSG00000207378	RNU6-748P	1.0	1.0	2.0					2.0	2.0	2.0	1.0
ENSG00000207379	Y_RNA								0.2	0.1	0.3	
ENSG00000207380	Y_RNA							0.6				
ENSG00000207383	Y_RNA	0.9	1.0	0.8	1.0	1.0	2.0	2.0		0.1		1.0
ENSG00000207384	Y_RNA										0.3	1.0
ENSG00000207385	RNU6-310P	0.7	0.7	0.9	0.6	0.5	0.5	0.6				
ENSG00000207386	Y_RNA	1.0	0.8	1.0	1.0	0.8	1.0	2.0	0.8	0.9	0.6	
ENSG00000207389	RNU1-4	17.0	17.0	18.0	5.0	4.0	5.0	4.0	21.0	25.0	25.0	3.0
ENSG00000207392	SNORA20	5.0	5.0	5.0	46.0	34.0	54.0	37.0	6.0	7.0	7.0	5.0
ENSG00000207393	RNU6-136P	0.7	0.6	0.6	1.0	1.0	2.0	1.0			0.3	
ENSG00000207399	RNU6-1011P	0.8	0.8	0.6	0.8	0.8	1.0	0.9	0.2			
ENSG00000207401	Y_RNA	2.0	3.0	2.0					0.3	0.3	0.4	
ENSG00000207402	RNU6-959P	0.2	0.3	0.2	4.0	3.0	4.0	1.0				
ENSG00000207404	Y_RNA	0.6	0.6	0.6								
ENSG00000207412	RNU6-455P	1.0	1.0	1.0	2.0	2.0	2.0	2.0				
ENSG00000207416	Y_RNA			0.2				2.0				
ENSG00000207417	Y_RNA	0.2	0.3	0.2		0.4	0.4					
ENSG00000207419	ENSG00000207419				10.0	11.0	11.0	11.0				
ENSG00000207420	Y_RNA				0.7	1.0	0.6	0.3				0.3
ENSG00000207422	RNU6-813P	0.8	0.7	0.7					0.6	0.3	0.4	
ENSG00000207425	Y_RNA	7.0	6.0	6.0	11.0	13.0	12.0	13.0	0.3	0.3	0.3	
ENSG00000207426	Y_RNA	2.0	2.0	2.0				0.6				
ENSG00000207428	RNU6-95P							0.6				
ENSG00000207438	Y_RNA	0.8	0.7	0.8	0.9	0.8	0.8	0.5	0.8	0.7	0.9	1.0
ENSG00000207440	RNU6-541P	3.0	4.0	3.0	4.0	4.0	3.0	0.9	1.0	1.0	1.0	1.0
ENSG00000207442	SNORD116-6				12.0	14.0	13.0	7.0				
ENSG00000207444	SNORD56B	34.0	31.0	36.0	1.0	0.8	1.0	1.0	30.0	28.0	34.0	21.0
ENSG00000207445	SNORD15B	73.0	83.0	68.0	236.0	211.0	230.0	224.0	51.0	61.0	54.0	46.0
ENSG00000207449	RNU6-19P	0.3	0.2	0.3	1.0	1.0	1.0	0.3				
ENSG00000207450	Y_RNA	0.5	0.6	0.3	0.7	1.0	0.7	0.3	2.0	1.0	2.0	4.0
ENSG00000207451	RNU6-291P	0.8	0.7	0.6	0.4	0.7	0.5	2.0	0.3	0.3	0.3	0.3
ENSG00000207452	RNU6-606P	3.0	4.0	4.0	2.0	3.0	2.0	0.3	4.0	4.0	4.0	3.0
ENSG00000207455	RNU6-331P	9.0	9.0	9.0	3.0	2.0	3.0	0.6	19.0	19.0	20.0	11.0
ENSG00000207457	RNU6-476P	6.0	6.0	5.0	12.0	11.0	13.0	14.0	1.0	0.9	1.0	1.0
ENSG00000207460	SNORD116-19	2.0	3.0	3.0	51.0	57.0	53.0	24.0				0.6
ENSG00000207468	SNORA19	19.0	19.0	17.0	20.0	19.0	20.0	20.0	3.0	3.0	2.0	2.0
ENSG00000207474	RNY1P7							0.3				
ENSG00000207475	SNORA80E	3.0	3.0	3.0	7.0	8.0	8.0	6.0	4.0	3.0	3.0	3.0
ENSG00000207484	Y_RNA	4.0	4.0	4.0	2.0	1.0	2.0		5.0	4.0	5.0	2.0
ENSG00000207490	RNU6-987P	0.7	0.7	0.5								
ENSG00000207493	SNORA46	4.0	4.0	4.0	10.0	6.0	9.0	20.0	6.0	7.0	6.0	10.0
ENSG00000207494	Y_RNA	2.0	2.0	2.0	2.0	2.0	3.0	3.0	0.7	0.7	0.8	1.0
ENSG00000207505	RNU6-1105P							0.6				
ENSG00000207507	RNU6-9		0.2	0.2	1.0	2.0	2.0	3.0	0.9	1.0	0.9	4.0
ENSG00000207508	RNU6-1237P	5.0	4.0	4.0	4.0	5.0	4.0	3.0	7.0	6.0	7.0	7.0
ENSG00000207512	Y_RNA	0.6	0.4	0.7	1.0	2.0	2.0	1.0				
ENSG00000207513	RNU1-3				0.6	0.5	0.6	0.4				0.8
ENSG00000207518	RNU6-59P	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	0.3
ENSG00000207523	SNORA66	5.0	5.0	5.0	19.0	19.0	19.0	23.0	0.8	0.8	0.7	1.0
ENSG00000207524	RNU6-33P	1.0	1.0	1.0	6.0	7.0	6.0	3.0	3.0	2.0	3.0	10.0
ENSG00000207525	Y_RNA	4.0	5.0	4.0	12.0	12.0	10.0	18.0	2.0	2.0	2.0	4.0
ENSG00000207547	MIR25	4.0	5.0	5.0	14.0	13.0	13.0	12.0	4.0	5.0	4.0	6.0
ENSG00000207550	MIR99B								0.4	0.4	0.7	0.5
ENSG00000207554	MIR647	3.0	3.0	3.0	4.0	3.0	3.0	6.0	3.0	3.0	3.0	5.0
ENSG00000207561	MIR635	11.0	9.0	11.0	11.0	9.0	10.0	13.0	16.0	17.0	18.0	18.0
ENSG00000207563	MIR23B					0.4		0.3				
ENSG00000207574	MIR661	1.0	1.0	1.0						0.3		
ENSG00000207578	MIR583	0.4	0.4	0.3								
ENSG00000207582	MIR30B	0.8	0.6	0.6	0.5	0.6	0.5	0.3				0.6
ENSG00000207583	MIR606	8.0	7.0	7.0								
ENSG00000207585	MIR181D											0.5
ENSG00000207588	MIR593	4.0	5.0	4.0	4.0	4.0	3.0	2.0				
ENSG00000207590	MIR215	2.0	2.0	2.0	4.0	4.0	4.0	4.0	0.5	0.3	0.5	0.5
ENSG00000207595	MIR181A2	1.0	1.0	1.0					7.0	6.0	7.0	4.0
ENSG00000207600	MIR598							1.0				
ENSG00000207605	MIR191	6.0	7.0	6.0					4.0	4.0	4.0	7.0
ENSG00000207606	MIR554	0.8	0.8	0.8					1.0	1.0	1.0	1.0
ENSG00000207609	MIR491	2.0	2.0	2.0	5.0	5.0	4.0	1.0	4.0	3.0	3.0	4.0
ENSG00000207612	MIR604	4.0	4.0	3.0	2.0	3.0	2.0		19.0	19.0	20.0	15.0
ENSG00000207614	MIR193A	0.3	0.3	0.3								
ENSG00000207622	MIR619	2.0	2.0	2.0					2.0	1.0	2.0	0.4
ENSG00000207624	MIR194-1	2.0	2.0	2.0	4.0	4.0	4.0	1.0	0.4	0.4	0.7	0.4
ENSG00000207626	MIR562	2.0	2.0	2.0	2.0	2.0	2.0	2.0				
ENSG00000207627	MIR581	5.0	5.0	5.0	1.0	1.0	2.0	2.0	4.0	4.0	5.0	3.0
ENSG00000207631	MIR641	2.0	3.0	3.0	6.0	7.0	6.0	6.0	3.0	2.0	3.0	4.0
ENSG00000207633	MIR505	4.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
ENSG00000207635	MIR499A	0.2	0.2	0.2	0.3	0.4	0.3		0.3	0.3	0.3	0.3
ENSG00000207637	MIR595									0.3	0.3	
ENSG00000207642	MIR571	2.0	2.0	2.0	7.0	6.0	6.0	4.0	1.0	1.0	1.0	0.7
ENSG00000207650	MIR570	8.0	9.0	8.0	19.0	21.0	18.0	25.0	4.0	5.0	4.0	3.0
ENSG00000207651	MIR28	4.0	4.0	4.0	0.7	0.7	0.7		4.0	3.0	5.0	2.0
ENSG00000207652	MIR621	2.0	2.0	2.0	10.0	9.0	9.0	8.0				
ENSG00000207653	MIR558	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	0.6
ENSG00000207654	MIR128-1	2.0	2.0	1.0	0.8	1.0	0.9				0.3	0.4
ENSG00000207693	MIR602	0.3	0.3	0.3								
ENSG00000207696	MIR659		0.2	0.3				1.0		0.3		
ENSG00000207697	MIR573	13.0	11.0	12.0	23.0	23.0	22.0	24.0	6.0	6.0	7.0	9.0
ENSG00000207698	MIR32	2.0	2.0	1.0	5.0	5.0	4.0	3.0				
ENSG00000207701	MIR597	1.0	0.9	1.0	1.0	1.0	2.0		1.0	1.0	1.0	0.4
ENSG00000207705	MIR129-1											0.5
ENSG00000207708	MIR141											0.4
ENSG00000207712	MIR627	0.2		0.3	0.4	0.8	0.5		0.8	0.8	0.9	
ENSG00000207713	MIR200C											1.0
ENSG00000207719	MIR623	24.0	22.0	24.0	26.0	28.0	26.0	8.0	6.0	4.0	6.0	5.0
ENSG00000207721	MIR186	16.0	17.0	16.0	42.0	44.0	44.0	39.0	10.0	8.0	10.0	6.0
ENSG00000207725	MIR222	0.5	0.5	0.5				0.6				
ENSG00000207736	MIR657	0.6	0.7	0.5					8.0	8.0	8.0	7.0
ENSG00000207737	MIR181B2	1.0	2.0	1.0					6.0	6.0	6.0	3.0
ENSG00000207741	MIR590	18.0	17.0	17.0	46.0	42.0	45.0	53.0	13.0	12.0	14.0	18.0
ENSG00000207750	MIR553	6.0	6.0	6.0	10.0	10.0	10.0	10.0	4.0	3.0	4.0	6.0
ENSG00000207751	ENSG00000207751				0.1	0.2	0.1	0.2				
ENSG00000207752	MIR199A1	5.0	5.0	5.0	6.0	6.0	6.0	3.0	6.0	6.0	7.0	13.0
ENSG00000207756	MIR580	0.4	0.5	0.5	2.0	3.0	2.0	0.8	0.8	0.9	0.7	
ENSG00000207757	MIR93	1.0	1.0	2.0	5.0	5.0	5.0	8.0	2.0	2.0	2.0	3.0
ENSG00000207759	MIR181A1	2.0	3.0	3.0								
ENSG00000207763	MIR617	2.0	2.0	2.0					19.0	19.0	19.0	6.0
ENSG00000207766	MIR626	0.4	0.3	0.3	0.5	0.6	0.5	2.0		0.3		
ENSG00000207768	MIR188		0.1									
ENSG00000207769	MIR586	0.3	0.3	0.3	0.6	0.6	0.5					
ENSG00000207779	MIR15B	3.0	4.0	4.0	0.8	0.8	0.8		7.0	7.0	8.0	3.0
ENSG00000207782	MIR150		0.4		2.0	3.0	2.0	0.8	0.4	0.3	0.3	3.0
ENSG00000207785	MIR500A	0.3	0.4	0.3								
ENSG00000207789	MIR26A2	3.0	3.0	3.0	3.0	4.0	4.0	1.0	9.0	9.0	9.0	8.0
ENSG00000207797	MIR187											0.3
ENSG00000207802	MIR646	1.0	1.0	1.0					3.0	3.0	4.0	2.0
ENSG00000207804	MIR599	4.0	4.0	4.0	2.0	2.0	2.0		7.0	6.0	7.0	1.0
ENSG00000207814	MIR147A							0.4				
ENSG00000207815	MIR563				0.6	0.7	0.6	1.0				
ENSG00000207820	MIR545	1.0	1.0	1.0	2.0	3.0	2.0	5.0	2.0	2.0	2.0	3.0
ENSG00000207821	MIR640	5.0	5.0	4.0	3.0	2.0	3.0	4.0	6.0	6.0	7.0	7.0
ENSG00000207839	MIR33B	0.4	0.4	0.5	1.0	1.0	0.9	0.3	0.4	0.5	0.3	0.9
ENSG00000207864	MIR27B	0.3	0.3	0.3	0.9	1.0	0.7	0.6		0.1		
ENSG00000207870	MIR221	0.8	0.9	0.7				0.5	0.3		0.3	0.5
ENSG00000207926	MIR135A1	6.0	5.0	5.0	11.0	10.0	10.0	6.0	3.0	3.0	4.0	5.0
ENSG00000207927	MIR302A	3.0	3.0	3.0	2.0	3.0	2.0	1.0	3.0	2.0	3.0	5.0
ENSG00000207932	MIR33A	0.4	0.4	0.4								
ENSG00000207943	MIR634	0.3	0.4	0.3	1.0	0.9	1.0	1.0				
ENSG00000207944	MIR574	0.3	0.3									
ENSG00000207948	MIR328							0.9		0.1		0.7
ENSG00000207952	MIR624	2.0	3.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0
ENSG00000207955	ENSG00000207955	0.1	0.1	0.1	0.2	0.2	0.2	0.2				
ENSG00000207956	MIR579	2.0	2.0	2.0	3.0	3.0	3.0	3.0	0.9	0.8	0.9	3.0
ENSG00000207962	MIR30C1	1.0	1.0	1.0	1.0	1.0	1.0	0.8	3.0	3.0	3.0	3.0
ENSG00000207963	MIR569	0.4	0.3	0.3	6.0	6.0	7.0	2.0		0.3		
ENSG00000207965	MIR629	0.6	0.6	0.6					3.0	3.0	3.0	3.0
ENSG00000207967	MIR620	5.0	5.0	5.0	0.8	1.0	0.6	0.7	14.0	13.0	16.0	3.0
ENSG00000207972	MIR638											0.9
ENSG00000207973	MIR589	2.0	1.0	2.0	1.0	0.9	1.0		1.0	1.0	1.0	4.0
ENSG00000207975	MIR181B1	2.0	2.0	2.0		0.5	0.3	0.6				0.5
ENSG00000207982	MIR548B				1.0	1.0	1.0	2.0				
ENSG00000207983	MIR613								0.8	1.0	0.9	0.6
ENSG00000207988	MIR576	7.0	7.0	7.0	7.0	6.0	6.0	3.0	6.0	5.0	6.0	5.0
ENSG00000207991	MIR601	8.0	9.0	9.0	0.7	0.9	0.5	0.9	3.0	3.0	4.0	2.0
ENSG00000207996	MIR301A	0.3	0.3	0.3	0.5	0.5	0.9	0.8				
ENSG00000207997	MIR644A	10.0	10.0	10.0	7.0	7.0	6.0	5.0	15.0	14.0	17.0	15.0
ENSG00000208002	MIR643	1.0	2.0	1.0	4.0	5.0	4.0	4.0	1.0	0.7	1.0	0.9
ENSG00000208006	MIR16-1								2.0	2.0	2.0	0.4
ENSG00000208012	MIRLET7F2	2.0	2.0	1.0	0.7	0.6	0.6		1.0	0.9	1.0	2.0
ENSG00000208013	MIR652	0.5	0.7	0.5				0.7	3.0	3.0	4.0	3.0
ENSG00000208017	MIR140	0.6	0.8	0.5	0.7	0.9	0.8	0.7	2.0	2.0	2.0	3.0
ENSG00000208018	MIR645	8.0	6.0	7.0	13.0	14.0	13.0	8.0	8.0	6.0	8.0	8.0
ENSG00000208022	MIR618	3.0	3.0	3.0					14.0	13.0	13.0	7.0
ENSG00000208023	MIR185	0.7	0.6	0.8	0.7	0.9	1.0		1.0	1.0	0.9	1.0
ENSG00000208025	MIR591	3.0	2.0	3.0		0.4			2.0	1.0	2.0	
ENSG00000208028	MIR616	23.0	26.0	24.0	14.0	11.0	11.0	10.0	36.0	36.0	36.0	50.0
ENSG00000208033	MIR609											0.4
ENSG00000208036	MIR106B	3.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0
ENSG00000208037	MIR320A				0.6	0.6	0.5					
ENSG00000208308	SNORA40B	3.0	3.0	3.0	8.0	8.0	8.0	8.0	3.0	3.0	3.0	2.0
ENSG00000208772	SNORD94	24.0	32.0	23.0	300.0	289.0	301.0	386.0	25.0	28.0	24.0	25.0
ENSG00000208883	SNORD96B	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	7.0
ENSG00000208892	SNORA49	39.0	38.0	38.0	266.0	276.0	273.0	233.0	70.0	73.0	72.0	68.0
ENSG00000209042	SNORD12C	34.0	34.0	35.0	29.0	28.0	30.0	13.0	173.0	194.0	176.0	173.0
ENSG00000209082	MT-TL1							31.0				0.7
ENSG00000209482	SNORD83A	3.0	3.0	3.0	10.0	11.0	9.0	8.0	2.0	1.0	2.0	0.7
ENSG00000209645	SNORD105	0.6	0.4	0.6	2.0	2.0	2.0					
ENSG00000209702	SNORD41				0.6		0.6	0.4				
ENSG00000210077	MT-TV							0.7				
ENSG00000210082	MT-RNR2	1064.0	1071.0	1110.0	2037.0	2642.0	1966.0	13290.0	447.0	462.0	521.0	11171.0
ENSG00000210100	MT-TI											0.8
ENSG00000210112	MT-TM							0.4				
ENSG00000210117	MT-TW						0.6					
ENSG00000210135	MT-TN				31.0	35.0	51.0	1.0				5.0
ENSG00000210140	MT-TC	73.0	95.0	58.0	463.0	552.0	622.0	64.0	7.0	5.0	6.0	55.0
ENSG00000210144	MT-TY				87.0	75.0	94.0	82.0				3.0
ENSG00000210154	MT-TD							0.7				
ENSG00000210164	MT-TG				3.0	3.0	3.0	6.0				1.0
ENSG00000210174	MT-TR				0.7	0.7	0.7	2.0				
ENSG00000210176	MT-TH				0.9	0.8	0.9	2.0				
ENSG00000210181	RNU6ATAC4P	0.2		0.2	0.3			0.2				0.4
ENSG00000210184	MT-TS2				2.0	2.0	2.0	3.0				0.6
ENSG00000210191	MT-TL2				2.0	2.0	2.0	2.0				
ENSG00000210194	MT-TE				0.7	0.8	0.8	9.0				
ENSG00000210195	MT-TT				3.0	3.0	2.0	6.0				0.5
ENSG00000210196	MT-TP	274.0	327.0	306.0	359.0	367.0	395.0	824.0	16.0	15.0	17.0	16.0
ENSG00000210841	RNU6ATAC26P	0.2	0.2	0.3	0.1	0.4			0.5	0.5	0.4	
ENSG00000211445	GPX3	2.0	2.0	2.0	0.7	0.7	0.7	0.2	5.0	5.0	5.0	5.0
ENSG00000211450	SELENOH	4.0	4.0	4.0	10.0	10.0	10.0	9.0	0.2	0.2	0.2	0.4
ENSG00000211451	GNRHR2	0.2	0.2	0.2	0.6	0.7	0.6	0.8	0.4	0.4	0.4	0.6
ENSG00000211452	DIO1	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.2	0.2	0.1
ENSG00000211454	AKR7L	0.2	0.2	0.2	0.3	0.3	0.3	0.4				
ENSG00000211455	STK38L	18.0	18.0	18.0	5.0	6.0	5.0	5.0	27.0	27.0	26.0	20.0
ENSG00000211456	SACM1L	14.0	14.0	14.0	14.0	14.0	14.0	17.0	10.0	10.0	9.0	9.0
ENSG00000211459	MT-RNR1	243.0	235.0	250.0	220.0	247.0	204.0	3929.0	104.0	113.0	106.0	3773.0
ENSG00000211460	TSN	17.0	17.0	17.0	21.0	22.0	21.0	21.0	5.0	5.0	5.0	5.0
ENSG00000211491	MIR320D1	0.5			3.0	4.0	3.0					
ENSG00000211513	MIR320E	1.0	1.0	1.0	5.0	5.0	4.0	12.0	11.0	11.0	12.0	18.0
ENSG00000211514	MIR454							0.6				
ENSG00000211563	MIR3065								0.4	0.3	0.3	0.7
ENSG00000211575	MIR760		0.3	0.3	1.0	1.0	2.0	0.4				
ENSG00000211578	MIR766	1.0	0.9	0.8	4.0	4.0	4.0	0.9	0.3	0.2	0.3	0.5
ENSG00000211580	MIR769		0.2		0.4	0.4	0.4		0.3	0.4	0.4	2.0
ENSG00000211581	MIR765	3.0	3.0	3.0	1.0	1.0	1.0	0.8	3.0	3.0	3.0	3.0
ENSG00000211584	SLC48A1	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0
ENSG00000211592	IGKC	4.0	6.0	4.0	166.0	189.0	116.0	1142.0				
ENSG00000211593	IGKJ5				2.0	3.0	2.0	18.0				
ENSG00000211594	IGKJ4				1.0	2.0	0.5	14.0				
ENSG00000211595	IGKJ3					1.0		7.0				
ENSG00000211597	IGKJ1					1.0		2.0				
ENSG00000211598	IGKV4-1	0.1	0.2	0.1	6.0	7.0	5.0	23.0				
ENSG00000211599	IGKV5-2					0.1		1.0				
ENSG00000211611	IGKV6-21				0.1	0.2		0.2				
ENSG00000211623	IGKV2D-26							0.1				
ENSG00000211625	IGKV3D-20				0.2	0.4	0.1	21.0				
ENSG00000211632	IGKV3D-11				0.1	0.1		0.3				
ENSG00000211637	IGLV4-69				0.6	0.4	0.4	4.0				
ENSG00000211638	IGLV8-61		0.1		0.9	1.0	1.0	0.3				
ENSG00000211639	IGLV4-60				0.1	0.2		1.0				
ENSG00000211640	IGLV6-57				1.0	1.0	0.8	7.0				
ENSG00000211642	IGLV10-54				0.4	0.5	0.4	0.6				
ENSG00000211643	IGLV5-52	8.0	8.0	8.0	10.0	10.0	9.0	15.0	2.0	2.0	2.0	4.0
ENSG00000211644	IGLV1-51	1.0	1.0	1.0	7.0	8.0	5.0	129.0	0.3	0.4	0.3	1.0
ENSG00000211645	IGLV1-50	0.1	0.1		0.2	0.2	0.1	0.1				
ENSG00000211647	IGLV5-48							0.2				
ENSG00000211648	IGLV1-47				2.0	2.0	1.0	18.0				
ENSG00000211649	IGLV7-46				0.9	1.0	0.9	2.0				
ENSG00000211650	IGLV5-45				0.4	0.4	0.4	1.0				
ENSG00000211651	IGLV1-44				2.0	3.0	2.0	22.0				
ENSG00000211652	IGLV7-43				0.9	1.0	0.7	40.0				
ENSG00000211653	IGLV1-40				2.0	4.0	2.0	31.0				
ENSG00000211655	IGLV1-36				0.3	0.4	0.1	0.5				
ENSG00000211658	IGLV3-27				0.1	0.2	0.1	0.8				
ENSG00000211659	IGLV3-25		0.1		1.0	2.0	1.0	8.0				
ENSG00000211660	IGLV2-23				3.0	3.0	2.0	17.0				
ENSG00000211661	IGLV3-22							0.2				
ENSG00000211662	IGLV3-21				2.0	1.0	1.0	58.0				
ENSG00000211663	IGLV3-19	0.2	0.2	0.2	1.0	2.0	2.0	53.0				
ENSG00000211664	IGLV2-18				0.3	0.6	0.4	6.0				
ENSG00000211666	IGLV2-14	0.2	0.3	0.2	8.0	9.0	5.0	69.0				
ENSG00000211667	IGLV3-12				0.1	0.3	0.1	0.2				
ENSG00000211668	IGLV2-11	0.1		0.1	3.0	4.0	2.0	151.0				
ENSG00000211669	IGLV3-10				0.6	0.8	0.6	2.0				
ENSG00000211670	IGLV3-9				1.0	1.0	1.0	2.0				
ENSG00000211672	IGLV4-3							0.6				
ENSG00000211673	IGLV3-1	0.1	0.1	0.1	2.0	2.0	2.0	10.0				
ENSG00000211677	IGLC2	0.5	0.8	0.5	23.0	34.0	19.0	209.0				
ENSG00000211679	IGLC3	0.3	0.5	0.4	13.0	16.0	11.0	291.0				
ENSG00000211683	ENSG00000211683	0.1	0.1	0.1	0.3	0.4	0.3	0.5	0.3	0.3	0.3	0.3
ENSG00000211685	IGLC7				0.4	0.4	0.4	13.0				
ENSG00000211687	TRGJ2				2.0	2.0	2.0	6.0				
ENSG00000211688	TRGJP2	2.0	3.0	3.0	5.0	5.0	4.0	5.0	7.0	9.0	8.0	6.0
ENSG00000211689	TRGC1	0.3	0.4	0.3	2.0	2.0	2.0	3.0	0.2	0.2	0.2	0.1
ENSG00000211690	TRGJ1				1.0	2.0	1.0	1.0	0.5		0.5	
ENSG00000211691	TRGJP	0.4	0.6	0.4		0.7		0.8				
ENSG00000211692	TRGJP1				1.0	1.0	0.7					
ENSG00000211694	TRGV10	0.4	0.4	0.3	7.0	7.0	7.0	12.0				0.2
ENSG00000211695	TRGV9	0.2	0.2	0.2	0.2	0.2	0.1	0.1				
ENSG00000211696	TRGV8	2.0	2.0	2.0	0.4	0.2	0.2	0.4	0.1	0.1	0.1	
ENSG00000211697	TRGV5	0.8	0.8	0.9	0.7	0.6	0.6	2.0				0.1
ENSG00000211698	TRGV4	0.7	0.7	0.7	2.0	2.0	2.0	4.0				
ENSG00000211699	TRGV3	0.9	0.8	1.0	6.0	5.0	6.0	7.0				
ENSG00000211701	TRGV1	0.6	0.6	0.6	2.0	2.0	2.0	3.0				
ENSG00000211706	TRBV6-1		0.1	0.1	15.0	14.0	15.0	11.0				
ENSG00000211707	TRBV7-1				2.0	2.0	2.0	2.0				
ENSG00000211710	TRBV4-1	0.1	0.1		13.0	15.0	14.0	10.0				
ENSG00000211713	TRBV6-4				4.0	4.0	4.0	3.0				0.1
ENSG00000211714	TRBV7-3	0.8	1.0	0.9	14.0	17.0	16.0	22.0				
ENSG00000211715	TRBV5-3	0.1	0.1	0.1	0.7	0.8	0.7	0.5				
ENSG00000211716	TRBV9	0.4	0.4	0.4	24.0	25.0	25.0	23.0				
ENSG00000211717	TRBV10-1				2.0	2.0	2.0	0.4				
ENSG00000211720	TRBV11-1				3.0	2.0	3.0	4.0				
ENSG00000211721	TRBV6-5	0.1	0.1	0.1	26.0	24.0	27.0	26.0				
ENSG00000211724	TRBV6-6	0.1	0.1	0.1	17.0	17.0	17.0	17.0				
ENSG00000211725	TRBV5-5		0.1		9.0	9.0	9.0	8.0				
ENSG00000211727	TRBV7-6	0.1	0.1		7.0	7.0	7.0	8.0				
ENSG00000211728	TRBV5-6	0.1	0.1	0.1	14.0	15.0	15.0	13.0				
ENSG00000211731	TRBV5-7				1.0	1.0	1.0	0.8				
ENSG00000211734	TRBV5-1	0.1	0.2	0.1	49.0	48.0	48.0	40.0				
ENSG00000211739	TRBV12-2				0.5	0.5	0.5	0.1				
ENSG00000211745	TRBV4-2	0.1	0.1	0.1	13.0	13.0	14.0	17.0				
ENSG00000211746	TRBV19	0.1	0.2	0.2	39.0	40.0	40.0	43.0				
ENSG00000211747	TRBV20-1	0.3	0.4	0.3	67.0	68.0	61.0	68.0				
ENSG00000211749	TRBV23-1	0.1	0.2	0.1	28.0	25.0	25.0	46.0				
ENSG00000211750	TRBV24-1	0.1	0.1	0.1	11.0	11.0	12.0	13.0				
ENSG00000211751	TRBC1	3.0	4.0	3.0	438.0	454.0	446.0	334.0	0.2	0.2	0.1	0.3
ENSG00000211752	TRBV27	0.1	0.2	0.1	18.0	19.0	20.0	20.0				
ENSG00000211753	TRBV28	0.3	0.3	0.3	39.0	38.0	37.0	26.0				
ENSG00000211764	TRBJ2-1				19.0	17.0	16.0	27.0				
ENSG00000211765	TRBJ2-2		0.5		24.0	23.0	22.0	15.0				
ENSG00000211766	TRBJ2-2P				46.0	44.0	41.0	43.0				
ENSG00000211767	TRBJ2-3		0.6		70.0	72.0	68.0	65.0				
ENSG00000211768	TRBJ2-4				22.0	21.0	21.0	17.0				
ENSG00000211769	TRBJ2-5				13.0	12.0	12.0	11.0				
ENSG00000211770	TRBJ2-6				37.0	35.0	35.0	36.0				
ENSG00000211771	TRBJ2-7		0.6		85.0	81.0	77.0	61.0				
ENSG00000211772	TRBC2	4.0	6.0	4.0	608.0	591.0	627.0	560.0	0.2	0.2	0.2	0.2
ENSG00000211776	TRAV2	0.1	0.1	0.1	20.0	19.0	18.0	18.0				
ENSG00000211777	TRAV3	0.1	0.1	0.1	13.0	13.0	12.0	12.0				
